# relative_path<TAB>audited_live_sha256<TAB>reviewed_source_sha256
#
# The first migration remains blocked until every top-level /app/*.py versus
# Git difference is listed and each UNRECONCILED value is replaced by the
# reviewed Git SHA-256. ABSENT is the explicit side marker for an added or
# removed file. Do not make hashes equal by hot-patching production first.
bm25_index.py	ebd4277c8b6a1a8a372d229541da4986ee91248142200d33a405d91de61a4724	e1713da45e7ffd3fc7161dfbec2d07ea0f9a3a7a0cdc26d820d024ea75b15ca4
bucket_manager.py	c6afd7f5a9e485189793151269a3c14140ad71fb1e1a44db673e4232b51dbec8	b3334c608bc57065d475eb474d285fb6e41dbc8f26b86e75371fa56241cd7d88
consolidation_engine.py	b73d5f53ca22cda4231d36e3c4492b91b2cfe31386ccf49c85a6ed7b2d7bbbb6	1128ec06ad11d57f074981f4d17caab02a01484a447d8061356e1f0ed5cecb10
curated_lexical_recall.py	e943a346b06ec94bdc649d76b495f85403cf7b79c70d243b4e4dbfebd902120c	e943a346b06ec94bdc649d76b495f85403cf7b79c70d243b4e4dbfebd902120c
dehydrator.py	e06ce79d0aaa3a7a9092985e60418ec236036ecaef76dd2f66a1004a897f8d78	4877e453ee7c5ea38895ab589e073b9aa6a455980c993379d5de0c038d7787c7
e_chord_shadow.py	ABSENT	8db692250c955cfee5856a6996bcbe070c8054b4acec6da25f1d298152231d73
embedding_engine.py	2386fdb13458410d666683e9c359e5e84d2ee5a977d185a03dceba78d9fe2895	2386fdb13458410d666683e9c359e5e84d2ee5a977d185a03dceba78d9fe2895
episode_engine.py	91759f4b0ccdc8e4dabdb7355220c5a0db5a73680f5e7946c84e9d942a265f24	91759f4b0ccdc8e4dabdb7355220c5a0db5a73680f5e7946c84e9d942a265f24
lmc5_recall_adapter.py	c5f5cc271681443f020affaf0eb062b9260ab0071cb9e273e1610bff05388b3d	c5f5cc271681443f020affaf0eb062b9260ab0071cb9e273e1610bff05388b3d
memory_signal.py	59cae28abd36ab045b3bb8ee277941ae9ac7bba69e3be3fce1548e1dd4eb7808	59cae28abd36ab045b3bb8ee277941ae9ac7bba69e3be3fce1548e1dd4eb7808
pg_mirror_queue.py	ABSENT	1962663b26b15de9d735b8a0daa2ad48719f353cde715bc30d3cab0a7f6fc800
recall_timing.py	3907c1b5fa056f888d685c497f032ca352313da5a890f877b203e794cddb9856	3907c1b5fa056f888d685c497f032ca352313da5a890f877b203e794cddb9856
server.py	33da0cc63c3b2f47ba3b6e3af4956eb27707a9c3e729ce05fe27b49b30ff6aab	a743cfedb4019d51b2d6b44803c36eb6bfdf157b55df9cbc54ea1cbdf67dfbbc
test_conversation_activity.py	ABSENT	2c988a9d5e0ef98bf43545f20b7fd8bd5135533cd17bf2a7493942fe9ad30fcf
test_fact_conflicts.py	ABSENT	d086edda61019988ddff9a5e6258b8702ae12ef80f32168e7eabd87cb12658fc
test_patrol.py	ABSENT	e6acfb49aad62f3298bcb3b08e98fea96d0caf5918b77731ba22ee69e858f967
test_patrol_z_pairs.py	ABSENT	f1c75b6ff92f510a3ab92874e94ae59dc9648d50e38ded5a12a4166dcb4eed97
test_query_expand.py	ABSENT	3bb0c6376bff66878a466f035aa0ff49bda77517aeed31a3f9d5543da481cad8
test_relation_gate.py	ABSENT	3e07dd81f35f0dc9e54f4db4bb7ec76e0e82f0c4220af52fee1f95b4cff8a944
test_relation_recall_xyzme.py	ABSENT	51421e7d5d3896f4d0d2590b47be867b5f877279701b9bb1f2874246a75b0417
test_review_queue.py	ABSENT	9e851671c049090c4d280d3dd11c283607624f9e7451ab7c0359457f3b21c680
test_smoke.py	ABSENT	01996c20bbe3a4fe354e0d1863cfe23915703da93abe3fc79c75561bbe764714
test_tools.py	ABSENT	c7bb6364d0b4820d5827a8da5925b388d283bc6716752b21f651bed559e1983d
test_trace10_query_expansion.py	ABSENT	284d131e9f77cc7a709cde877cfe212105512735c939da3bb2ad55da0e7f7e97
test_world.py	ABSENT	6f56314549100db852e12a7449a0d4bb2045f157c07ca8b6f35c7bede50c02f3
test_z_axis_integration.py	ABSENT	4030d747a220df11b3d668922511556fa5f979014108a4dbf1ec76e213cca632
test_z_candidates.py	ABSENT	289cbbf6be0a2497624f6f326076264a4e71fc70184a14b2afbbd167f21e20f0
test_z_lifecycle_chain.py	ABSENT	58ae98a9500adae4b3c34b557ec29da73b6ad9a7ebf33ef358ec68e736e475dc
test_z_review_20260819.py	ABSENT	528f48e2c67770c2ad0823a9d4cee8340515dd60db5bceafe675e7615a7e906d
